tsne_0,tsne_1,phrase,label
0.2645016330287966,0.26353217392868017,3d computer graphics,cs
0.20045991775904856,0.3288845928400534,3d core graphics system,cs
0.45039041454326245,0.46296033073340387,Gradient boosting,cs
0.3200291686988844,0.3439035389860129,Node Link,cs
0.06421438233040312,0.39318011481447646,Object Oriented Programming,cs
0.37889563004655136,0.09747826648861838,Singleton pattern,cs
0.09991406102650947,0.33253229570388093,abstract algebra,cs
0.08364215150946776,0.3537078028599487,abstract data structures,cs
0.09345016694281459,0.3727324946154857,abstract data type,cs
0.0930355857355181,0.27061866552904557,abstract graphical data type,cs
0.13828116894847445,0.24712242520517658,abstract machines,cs
0.3776628689631353,0.14972293748543905,acoustic model,cs
0.41823435524806557,0.4224614577931222,active networking,cs
0.2959371635733906,0.35615228029706514,adaptive huffman coding,cs
0.10751933952607683,0.5057193932833035,adaptive predictive coding,cs
0.41851090142355357,0.6898328249670765,adjacency list,cs
0.15501403939370556,0.5878982544675265,adjacency list data structure,cs
0.3140577345583667,0.12446920703448175,adjacent vertices,cs
0.17466223543433293,0.3788911278412111,advanced computing environment,cs
0.22471043786139225,0.434279684306642,affective computing,cs
0.06818413113039257,0.3809661310176518,algebraic theories,cs
0.09443352576643099,0.46592201108715425,algorithmic assignment,cs
0.03072407568047892,0.3945138006668588,algorithmic complexity theory,cs
0.05239856558232175,0.38996863473917986,algorithmic design,cs
0.03094472565247022,0.42524801849992167,algorithmic information theory,cs
0.20931783233404125,0.41162178604769434,analog filters,cs
0.41780993792313387,0.23375211447919503,analog recording,cs
0.34216213287760683,0.2546175480338591,analog signal,cs
0.3085498771863007,0.34168658930383017,analog-to-digital converter,cs
0.4602478808947331,0.4898032343570583,application crashing,cs
0.1994497294301185,0.41050093047415787,application programming interface,cs
0.20124375952930965,0.41346593017846545,application programming interfaces,cs
0.08624722179943654,0.3594301021084803,applied mathematics,cs
0.02705901964930909,0.46467527943541026,approximation algorithms,cs
0.49372204347939763,0.28302227329086044,arnoldi iteration,cs
0.34730602783142356,0.4278914079213529,array list,cs
0.3476831663464199,0.40958343439107064,artificial bee colony algorithm,cs
0.20192567638557493,0.3137527096243815,artificial consciousness,cs
0.149056703470773,0.4082725773702639,artificial intelligence,cs
0.20942656598986326,0.41656012947997384,artificial intelligent agents,cs
0.10730969679272212,0.3484582681816743,artificial neural network,cs
0.09449200103639577,0.34806534612316226,artificial neural networks,cs
0.17437998067716742,0.31640316112538636,artificial neurons,cs
0.15736140993483055,0.3064313559801302,artificial neurons stochastic transfer functions,cs
0.10089823867428117,0.3510300943199087,artificial systems,cs
0.13392673280363268,0.3300033409195585,associative arrays,cs
0.13880143586360666,0.5510020543814141,associative classifier,cs
0.2234119058080753,0.25571845078490885,augmented reality,cs
0.22866262462477027,0.6296493374003028,authentication mechanism,cs
0.11574603169304269,0.27244454692513487,automata theory,cs
0.16159602298341044,0.29320227893612333,automata-based programming,cs
0.20346355166564378,0.47675019306422317,automatic memory management,cs
0.30660559599059783,0.3925685337728313,automatic speech recognition,cs
0.17863562072006187,0.383672214854036,autonomic computing,cs
0.22890965958776177,0.40819854897089247,autonomic networking,cs
0.3101047854815754,0.31469653430053646,autonomous operation,cs
0.1825077239467584,0.3661579207457813,autonomous processing nodes,cs
0.7515374851322019,0.10867080984206307,avl trees,cs
0.04518859374140384,0.3751129624631175,axiomatic set theory,cs
0.7008711549174331,0.35891850588779917,back end,cs
0.09976121255198603,0.37629737339432495,backpropagation based artificial neural networks,cs
0.155456262337599,0.32884707361440646,backward euler method,cs
0.1921322228331956,0.4050154207032235,balanced binary search trees,cs
0.15606706868730993,0.38217415833266816,basic function,cs
0.6933992324021467,0.319329087690635,bayes net,cs
0.4887815504222949,0.4164595429346795,bayes network,cs
0.17651512944334036,0.3558131011038628,bayesian network,cs
0.14681284422205362,0.3516699424166906,bayesian networks,cs
0.2507690695774311,0.4481327926716082,bcjr algorithm,cs
0.10901426247461507,0.4781345567716202,behavioral software design pattern,cs
0.28861854514040436,0.4693067697182359,belief network,cs
0.22142367039191346,0.48688782869316516,bernstein basis polynomials,cs
0.17330066374127628,0.35923363146024845,bernstein polynomial,cs
0.33052700175785527,0.3985055534715039,bernstein polynomials,cs
0.2098688642112202,0.36532435488007403,big data,cs
0.12182386512109929,0.35340922015661147,binary arithmetic,cs
0.2142106869049322,0.41164606362789913,binary dependent variable,cs
0.31597195847779774,0.3686132127595597,binary file,cs
0.3132673831925528,0.147713235538833,binary floating point,cs
0.2055075033395347,0.37729362087085677,binary inputs,cs
0.1499556210765698,0.3671203734781828,binary lexicographic code,cs
0.1758759065533967,0.414013289711815,binary lexicographic codes,cs
0.19668555305877375,0.30268015378604973,binary operation,cs
0.2952203863554474,0.42202213107755104,binary search tree,cs
0.14113114080559647,0.43345556000497876,binary search tree algorithm,cs
0.3458026605559776,0.38214147289845657,binary search trees,cs
0.19123796757288825,0.39408602891485284,binary space partitioning,cs
0.4456094354013528,0.3976216312917181,binary splitting,cs
0.3909612480705319,0.22361438307603254,binary tree,cs
0.4371454285145878,0.18955710154425026,binary trees,cs
0.18371257863368912,0.3255258595688589,bio-inspired computing,cs
0.26821035118370756,0.44856506614827013,biodiversity informatics,cs
0.11814648875720472,0.3971319977925218,biologically inspired computing,cs
0.22355352826211242,0.2985179582203031,bit array,cs
0.3266603262613715,0.12993166937738201,bit sequences,cs
0.5863738272463095,0.27832914206830867,bit slicing,cs
0.42526370756146453,0.2090920937564943,bit string,cs
0.1673445159785501,0.25600479591387454,bitwise operation,cs
0.13775951631969283,0.3585989804441753,bitwise operations,cs
0.22586588845887776,0.41779642702985703,block lanczos algorithm,cs
0.34291048255475276,0.3878357394445055,boltzmann learning rule,cs
0.4455338742368042,0.31163752966679586,bonferroni testing,cs
0.14024066954754935,0.3044800631375438,boolean algebra,cs
0.21428478078384225,0.2724582285659043,boolean function,cs
0.2412050597141362,0.2708224899854798,boolean functions,cs
0.10640648715595541,0.3208777937053044,boolean logic,cs
0.42624302924011626,0.22852009707731877,boolean operators,cs
0.2079035967391347,0.4332214445221194,boosting methods,cs
0.20962825825763906,0.22073462300463023,boundary singularity,cs
0.6897877427501744,0.1877117936398359,bsp tree,cs
0.514237186108159,0.46697652705406106,buffer overflows,cs
0.40999304160284733,0.6773443591765106,buffer overflowsruntime error detection tools,cs
0.5225483607440722,0.29705181265570435,c4 model,cs
0.30253635896882164,0.35172702016069934,caesar cipher,cs
0.5613769106496221,0.36037998876737315,caesar shift,cs
0.24519693307207355,0.5617201680179662,categorical label,cs
0.14898373973973478,0.43782959883021205,category theory,cs
0.5064431326855787,0.36804159057982966,character recognition,cs
0.5112761777059919,0.21190600578548593,character sets,cs
0.08482989292217659,0.3167597272999591,characteristic polynomial,cs
0.2586088970813509,0.35990483298729464,chi-square automatic interaction detection,cs
0.4061489427192234,0.3510668928840888,child nodes,cs
0.4377560882177937,0.16853757036299738,child vertices,cs
0.531824692825402,0.42686889565740455,cholesky decomposition,cs
0.23817620315953134,0.32805742627804135,classic ad hoc,cs
0.1088065273042311,0.4559217760322486,classical backpropagation rule,cs
0.2304034045613947,0.3450646395065985,classical computer,cs
0.22224369729613952,0.7181980683218552,classification accuracy,cs
0.09064376323015699,0.6623891913967158,classification algorithms,cs
0.36954574168246096,0.8199807298799396,classification criteria,cs
0.29875665132996504,0.8203260830614523,classification problem,cs
0.20917436223640795,0.7852209365498882,classification tasks,cs
0.7107253908393542,0.12244673896761978,clique trees,cs
0.47402028794377576,0.2602035710392084,clock cycle,cs
0.10078865451803064,0.397667438943737,clustering algorithms,cs
0.23712910416412727,0.49113882799416514,code libraries,cs
0.11823545464662191,0.35375210678654906,code stylometry,cs
0.13435286520858924,0.4198700078506091,coding theory,cs
0.15128052409816775,0.28233474527897906,cognitive architecture,cs
0.11999789001348019,0.40930476337768706,cognitive architectures,cs
0.21293806748317134,0.37994276407906175,cognitive dimensions,cs
0.12226362403258491,0.41671700773629705,cognitive modeling,cs
0.17038120499437612,0.3708559462644859,cognitive robotics,cs
0.19321969048323634,0.4568486140992771,cognitive science,cs
0.14915102212978537,0.45179519716963285,cognitive theories,cs
0.13627367991015713,0.30949069674082563,combinatorial game theory,cs
0.4504768659275128,0.4721664393427544,communications network,cs
0.38228817222730715,0.34123264966282874,comparison sort,cs
0.15450122806360175,0.5589697168990743,comparison sorting algorithms,cs
0.469079350733546,0.36808872633523765,comparison sorts,cs
0.46639855081751735,0.7098890158681155,compilation error,cs
0.48758181023213343,0.7403585831043424,compilation errors,cs
0.2072917113378994,0.6961193511038469,compiler correctness,cs
0.17308761326823646,0.41814541307841263,compiler design,cs
0.15507371569300918,0.4750211686153438,compiler optimization,cs
0.08296805272039724,0.462487003328614,compiler optimization technique,cs
0.08843706098667309,0.4688547271794547,compiler theory,cs
0.17691775908477508,0.3121211921317343,complex functions,cs
0.20319810319102152,0.18709937266749838,complex vector spaces,cs
0.06961028042471537,0.36597733310097835,complexity theory,cs
0.19385865466937802,0.3830955739009017,composition filters,cs
0.11729551191210259,0.3449127000172817,compound logic gates,cs
0.14975138270027052,0.4913404196056609,compressed data,cs
0.32483177949439423,0.2480392597413705,computation time,cs
0.04318593733486984,0.3946741965462942,computational complexity theory,cs
0.11803285578963812,0.3615820315561521,computational engineering,cs
0.23260324647145425,0.6229307286856263,computational ethics,cs
0.14738549860447483,0.1933457626210803,computational fluid dynamics,cs
0.04822963493271703,0.42113508945771166,computational framework,cs
0.1642436904878895,0.4472131318978504,computational intelligence,cs
0.11088744902478284,0.4179113876293756,computational learning theory,cs
0.14070236916828907,0.3934712902394138,computational linguistics,cs
0.17709294325983854,0.42214682293391337,computational materials science,cs
0.06485450793314826,0.34500660594152044,computational mathematics,cs
0.07919231433985652,0.32662657053616984,computational models,cs
0.22566176593112272,0.4352089573374247,computational morality,cs
0.041580917118150026,0.37614321434681486,computational neural network models,cs
0.11700221138534098,0.283946588891565,computational physics,cs
0.3292789329035751,0.6647121205654547,computational problems,cs
0.23162744809103963,0.38472624059135774,computational resource,cs
0.26737114353185637,0.4451508755729092,computational resources,cs
0.17453245478328047,0.4397054260837102,computational statistics,cs
0.06852017711149817,0.39120073356594487,computational system,cs
0.45211194957352957,0.5167883132955118,computationally intractable,cs
0.1291120872069243,0.37537601107812035,compute arithmetic operations,cs
0.13723978224152908,0.35197925400038754,computer architecture,cs
0.17684589726687103,0.34794571762255294,computer code,cs
0.1594470646718104,0.5743855476815455,computer ethics,cs
0.3573299584332905,0.25171528459411535,computer games,cs
0.21434724659685478,0.3030426720137608,computer graphics,cs
0.23707160378737102,0.3575893117320461,computer hardware unit,cs
0.252412661227975,0.3172400769255017,computer interaction,cs
0.16043694418379456,0.33886813943477007,computer language,cs
0.1659870353193515,0.3632441698983909,computer learning,cs
0.24964432525304753,0.3975900635881463,computer memory,cs
0.22445697871152206,0.37508909883059977,computer network,cs
0.13080730957613249,0.39082347907701465,computer network architecture,cs
0.23547201933861864,0.3663703743311052,computer processors,cs
0.17035227547657064,0.3906701947546793,computer program,cs
0.15405261329603834,0.43633273236646775,computer program source code,cs
0.17096245678619879,0.37769330615019897,computer programming,cs
0.17313295710650514,0.40061946302854495,computer programs,cs
0.17810939644631624,0.3869710891305221,computer science,cs
0.19524716585801405,0.4379117417131701,computer science fields,cs
0.3196141457862754,0.5441714630247149,computer security,cs
0.2500659156874134,0.34248918752702556,computer skills,cs
0.1816747625345785,0.3997733185469426,computer systems,cs
0.180295990912434,0.31111547576649634,computer vision,cs
0.2367390936312374,0.33326262766911097,computing machinery,cs
0.3191033716333793,0.4418751761822264,computing resources,cs
0.061021496123067995,0.34815491749389227,concurrent pattern calculus,cs
0.2859358583348814,0.22616861486387724,conditional expression,cs
0.3362949822763017,0.5702855457963593,confidence score,cs
0.08040941997652969,0.541487591033399,conformational analysis,cs
0.4113784989376275,0.3891114635519595,connected wireless device,cs
0.07261560999807676,0.4085609746268382,constraint logic programming,cs
0.16082329555276814,0.42673283416778784,constraint programming,cs
0.2627587729207316,0.3184884620907763,continuous function,cs
0.23182207972083535,0.32705892035412176,continuous unimodal function,cs
0.15763026413023337,0.4698283025986505,control theory,cs
0.15099048469348522,0.4398347984072492,conventional dynamic memory allocation libraries,cs
0.11742257825297535,0.3366870826115233,convolutional neural networks,cs
0.5688270057256559,0.6942724824628587,copyright investigation,cs
0.08566936176143648,0.4146715479566579,correlation matrix,cs
0.25545762145721673,0.600792645267846,cost allocation,cs
0.3041337786619965,0.4083859366081371,cpu cache,cs
0.1194643375026372,0.3929218078644503,cross-correlation matrix,cs
0.2891683442945976,0.5030277638403851,current databases,cs
0.20051901703733535,0.3903715555773195,data compression,cs
0.14943880438398313,0.3823431441785918,data elements,cs
0.27654125334076773,0.5650436316080542,data encryption standard,cs
0.2718978811902379,0.48180690032790263,data mining,cs
0.05311562789734416,0.42162862872895085,data model,cs
0.07616767834944503,0.4071130383357435,data modeling,cs
0.20368724023689336,0.2822190853402495,data objects,cs
0.15781615292613882,0.43181360166649463,data set,cs
0.13891768156458711,0.4283055205906389,data sets,cs
0.2187043921183368,0.4550635205409843,data sparsity,cs
0.3036457589827045,0.4351730938271693,data storage,cs
0.14097471900400152,0.378683775261975,data stream clustering,cs
0.1831623079170617,0.3790042880332257,data streaming algorithms,cs
0.12965247279642547,0.4156170997922011,data structures,cs
0.14792093023509784,0.3133788130112107,data visualization,cs
0.3813219449822062,0.4710168582380626,data warehouse,cs
0.2665618272581226,0.4471635193285049,database columns,cs
0.3049611549910782,0.5381061625184734,database dumps,cs
0.06434660208835312,0.47312171432548417,database model,cs
0.16994976673739015,0.5049852472239492,database normalization,cs
0.2378932469346407,0.48111307655118635,database relation,cs
0.16562768801216388,0.5057735213282136,database systems,cs
0.21082583679306874,0.47164844624432395,database table,cs
0.1275741814757319,0.49074664920744143,database tuning,cs
0.553761324082599,0.5421149149725831,de morgan's law,cs
0.18703102337211094,0.4341434289987658,decimal computers,cs
0.2912202119589028,0.5732876749145207,decision boundaries,cs
0.3486676517338339,0.5173897235882681,decision boundary,cs
0.32492483849466797,0.7248370377230212,decision making problems,cs
0.18871613361231204,0.5149136643274241,decision network,cs
0.16846252927055264,0.33951691207364176,decision tree technique,cs
0.3411367930811196,0.3875210075406506,decision trees,cs
0.12953521953232874,0.5583738152445115,decompressed data,cs
0.29005468048780797,0.36919469056720633,deep learning,cs
0.12412792699150704,0.33041937460264653,deep neural networks,cs
0.20014085918118935,0.43269936512767926,deep reinforcement learning,cs
0.3179759968597495,0.5368941978983314,delay-tolerant networking,cs
0.24155657056266486,0.4448209006358527,description logics,cs
0.1855688814790519,0.4963073569236047,descriptive statistics,cs
0.4108993976418415,0.3628232786155709,desktop computers,cs
0.01742642598220168,0.41729163306071604,deterministic algorithm,cs
0.12539492296595176,0.44797209293926,deterministic encryption,cs
0.10479484428341652,0.45787175446611156,deterministic encryption scheme,cs
0.11205977920505021,0.4715693462809321,deterministic encryption schemes,cs
0.051058122226823544,0.42651187893159165,deterministic global optimization,cs
0.14007765572781397,0.3367395456620615,differentiable function,cs
0.0776838576156892,0.38867541863273025,differential calculus,cs
0.055939795670460764,0.37415292463505373,differential equations,cs
0.19011917382301044,0.3849172664777858,digital data,cs
0.19659887952410415,0.40833896935032493,digital filter,cs
0.20658171601382896,0.42171602570175654,digital filters,cs
0.36779307135843015,0.46388065032565146,digital information,cs
0.3101681532892344,0.24568133939864964,digital signal,cs
0.4024716241968667,0.488792948485689,digital signatures,cs
0.2763872855215404,0.10959911253746424,dimensional space,cs
0.14354534724737056,0.19612064077452693,directed acyclic graph,cs
0.1216772284246207,0.3059021954113354,discrete time recurrent neural networks,cs
0.056684365053514825,0.5138558088613894,discriminant function analysis,cs
0.29713474141313967,0.3092400784341287,distance metric,cs
0.15020009072334767,0.36554461236036223,distance metric learning,cs
0.06598532892907055,0.39031010904985897,distributed algorithms,cs
0.17548587912110944,0.4361675958182287,distributed application,cs
0.10657872753881281,0.4149052016354804,distributed application architecture,cs
0.13687569244374975,0.41528619280644635,distributed artificial intelligence,cs
0.13688122107329362,0.44796871028401525,distributed artificial intelligence systems,cs
0.12244778355526065,0.3616550854164306,distributed computing,cs
0.1293036331647469,0.37545998147206533,distributed computing environment,cs
0.20271339306792066,0.4728164637574617,distributed data stores,cs
0.1498296712106413,0.447229668156594,distributed information processing,cs
0.16469894275878846,0.2823498184997228,distributed object communication,cs
0.24430593034081527,0.5112702440792843,distributed search,cs
0.09439773655219529,0.48738595041622823,distribution-based clustering,cs
0.520665106389858,0.5350301033209444,double-ended priority queue,cs
0.574870526340584,0.47278396129845884,doubly linked list,cs
0.2637390811327161,0.11691165044047044,dynamic array,cs
0.3027077223860927,0.10910452433891903,dynamic compilation,cs
0.09165420449092415,0.2877031552375693,dynamic prefetched arrays,cs
0.41237450941460335,0.09267438661034444,dynamic table,cs
0.1405116353514356,0.3137805636748661,dynamically allocated array,cs
0.3884083267587639,0.33218772191505996,ecb mode,cs
0.502223510095995,0.4277057209988305,edge contraction,cs
0.2822894036829872,0.3505680087481425,eigenmode expansion,cs
0.06607987706039689,0.4330054088879045,eigenvalue algorithm,cs
0.35170745191333186,0.4714880219770565,electronic signature,cs
0.41277735060840887,0.5648640508189431,electronic signatures,cs
0.19934409111342682,0.3942895631623087,embedded data,cs
0.7159279593553822,0.4980657521027522,empty set,cs
0.35964883673946535,0.5061682961891518,encrypted data,cs
0.1673986018696472,0.45194652205822206,encryption algorithm,cs
0.32554103088513126,0.4879400644357299,encryption keys,cs
0.20691072567994642,0.3831944066346782,enhanced double hashing,cs
0.18225099160363972,0.2602822130799133,ensemble learning method,cs
0.3777284892507602,0.7206976054146247,error detection,cs
0.5626375361469323,0.7184244247262391,error message,cs
0.500396682752644,0.13631647072637904,euclidean distance,cs
0.4327366723797855,0.1279401655638166,euclidean space,cs
0.05107102251454866,0.35705053454362606,evolutionary computation,cs
0.0469522041454443,0.4159888205327298,explicit regression gradient boosting algorithms,cs
0.2388130465919017,0.22485184019896562,exponential convergence,cs
0.276195231891118,0.349002967010627,external node,cs
0.4986943919724124,0.22608559534166722,fast fourier transform,cs
