tsne_4,tsne_0,tsne_1,tsne_3,tsne_2,phrase,label
0.5659714037966145,0.40523248304972354,0.46406548051830265,0.4296091504462842,0.672918467974602,3d computer graphics,cs
0.5761563597309292,0.43974716040192113,0.4809897137685087,0.46526950721852467,0.6791299348409352,3d core graphics system,cs
0.6188033489700767,0.40821195248187647,0.16701599275785986,0.37620245656113405,0.5652562982639106,Gradient boosting,cs
0.603963142328844,0.7850012965385181,0.6054887938210854,0.48721409192659143,0.4640420743441258,Node Link,cs
0.4253396030695407,0.3019433595859824,0.555121198340177,0.5344889535080972,0.49240084434297693,Object Oriented Programming,cs
0.791113355935635,0.47028261536866767,0.4515434143832743,0.4747005573681272,0.8084552775475075,Singleton pattern,cs
0.5692110028680201,0.29784173251819,0.2486897530823766,0.553633153383099,0.41593082928008096,abstract algebra,cs
0.5566819155175695,0.17681247700569358,0.6152999450839407,0.7448143096957226,0.47300686514975493,abstract data structures,cs
0.5735077006284408,0.2102719229997523,0.6312773634082662,0.7113128142306254,0.4602812343081938,abstract data type,cs
0.5836201536824475,0.21700698459203402,0.6061168272947188,0.6589270763440049,0.48861249799442,abstract graphical data type,cs
0.7177731964283814,0.3626480394408437,0.5776079655328032,0.5497047360694068,0.6377960211274232,abstract machines,cs
0.33657286821449506,0.4566640443717376,0.3590716847209143,0.5162192798424988,0.7385605927801102,acoustic model,cs
0.3979017034623483,0.6855226769133773,0.5439573314853268,0.35650451085940105,0.49335399312828876,active networking,cs
0.38016689279972526,0.35533684217885547,0.4652373235835953,0.32779536101595735,0.556567506831352,adaptive huffman coding,cs
0.4970134239681234,0.4860330630225414,0.4897889430000261,0.5005565357713828,0.3863364293545598,adaptive predictive coding,cs
0.34033379293547844,0.17440272362976536,0.4948427130750233,0.7754775828842638,0.2928316610262825,adjacency list,cs
0.2793385177042194,0.1540857574153041,0.5418132420337172,0.7156027606170732,0.3439089669728024,adjacency list data structure,cs
0.3537910941355425,0.5115593452724915,0.5991466920043659,0.6987753960592175,0.7829362532596864,adjacent vertices,cs
0.6830051928073181,0.4658278192116993,0.5558030898540397,0.48936237723783516,0.5698412707255643,advanced computing environment,cs
0.7229523587346965,0.4584805929367904,0.530947443323157,0.3748403524065534,0.5763641719727876,affective computing,cs
0.48708463181026385,0.3003851216146822,0.23545125537610262,0.5358225629330463,0.38255010483488383,algebraic theories,cs
0.6802368326553008,0.4801756327563978,0.43251688923755566,0.3929283458840993,0.3463929644254682,algorithmic assignment,cs
0.47380034394966597,0.3071701208348667,0.27690360503621225,0.5468934576100766,0.3223179948558112,algorithmic complexity theory,cs
0.46744785276298645,0.43294130565134675,0.5988150952723499,0.5816931806679417,0.3732446347021788,algorithmic design,cs
0.44558619630990454,0.32506174787690173,0.334164846949371,0.5831840017900158,0.30424492142583365,algorithmic information theory,cs
0.8111091670637292,0.6540998713659271,0.4939983860598617,0.6497177234274204,0.3916667904678993,analog filters,cs
0.7465167255933104,0.4555856347264372,0.48667024597863157,0.5826145102593644,0.7329724279798709,analog recording,cs
0.6968740268300547,0.477987662406365,0.4737920076617282,0.6143996451372219,0.7281601750252307,analog signal,cs
0.4025330570585242,0.47627846208243796,0.5523889904003221,0.5752294859676951,0.6678106890974692,analog-to-digital converter,cs
0.598936633592185,0.6851683300189642,0.3539190103150937,0.21500449396584667,0.4504811596808107,application crashing,cs
0.48542466522953875,0.3931310254019046,0.6411840583124395,0.5655553894433931,0.5561233699091696,application programming interface,cs
0.4762223977366886,0.39791068718328704,0.6546737137229556,0.6054488915304831,0.5511311068672049,application programming interfaces,cs
0.5040675053488812,0.29812803282384515,0.38474668257964384,0.4757893614033174,0.4062359237998461,applied mathematics,cs
0.6662109801263336,0.35472975832133036,0.502048848163587,0.5196519703492185,0.3313060757683352,approximation algorithms,cs
0.6071247594241365,0.6765896500533991,0.5071728707880707,0.2640306927142376,0.7935800642379836,arnoldi iteration,cs
0.39501575595382843,0.8610939673190291,0.4407379753963943,0.5324733588297491,0.4336843841086757,array list,cs
0.5021342545366912,0.6053987648374548,0.6847506014263837,0.4465916062447549,0.9432316875692668,artificial bee colony algorithm,cs
0.33287246572332685,0.4205730069459035,0.3643748484100637,0.6599510114963091,0.47654850891319356,artificial consciousness,cs
0.6087325691393115,0.44322518805590766,0.531165272558401,0.26977953070407007,0.43847075022556586,artificial intelligence,cs
0.6538725240447483,0.4447267763878705,0.4824533674612404,0.23179752815755952,0.44455458421108407,artificial intelligent agents,cs
0.5002169171736778,0.4442249787909638,0.4439081605737359,0.6423916863804866,0.46127656217347424,artificial neural network,cs
0.5311069142154246,0.4415216677264833,0.45813726991001236,0.6686161606404578,0.4224947953961788,artificial neural networks,cs
0.403891533526931,0.45066797425278987,0.43490409249063,0.6683275507374422,0.4714825810427629,artificial neurons,cs
0.4172022150402509,0.5021652906178078,0.4693445723172179,0.6957253384248591,0.4554194608604879,artificial neurons stochastic transfer functions,cs
0.4870941869865468,0.44876484796804583,0.5379647935820566,0.665451510732384,0.43289548551377016,artificial systems,cs
0.4683163284207622,0.39423357594785163,0.4864478248886652,0.7261349804805844,0.49147863967576955,associative arrays,cs
0.625688477044285,0.2971071894361837,0.4059989782459806,0.6949054577816758,0.2702577195020615,associative classifier,cs
0.25703431537070226,0.3099203305597624,0.5608877847980974,0.5133448509900884,0.6676922855985492,augmented reality,cs
0.30150764542483116,0.5797588745866938,0.6278744227488288,0.6194572493536288,0.46019007946058316,authentication mechanism,cs
0.37556950501252434,0.38244128478267486,0.17055635407761746,0.38215559440216307,0.2731701435004848,automata theory,cs
0.4668546432104511,0.3142149139934748,0.5046725874025505,0.6016175771054065,0.5770528348996665,automata-based programming,cs
0.20690256031040194,0.5510149270929031,0.48954885001251003,0.5127696432081322,0.5164217522356026,automatic memory management,cs
0.28489781463398167,0.34522056950868363,0.22053292626515844,0.4898520416859319,0.6047325992415441,automatic speech recognition,cs
0.6900319520693284,0.45563002664934654,0.5285410808770964,0.5220578297909209,0.53498085228235,autonomic computing,cs
0.3988746074766594,0.6393555501809819,0.6754192913687957,0.29959363992026805,0.4786833373692535,autonomic networking,cs
0.538667641166267,0.276765267549252,0.6285552614641667,0.6481863858140128,0.7080919828302547,autonomous operation,cs
0.5662334742217483,0.5105958743056238,0.5165312882324654,0.638516806212566,0.5759127926784942,autonomous processing nodes,cs
0.456137109993834,0.892384438152537,0.5520890994354459,0.384415317589008,0.9345255887243819,avl trees,cs
0.4296502346978711,0.378518749818319,0.25452598085758216,0.5466251190960533,0.3489228178547128,axiomatic set theory,cs
0.5473330833581841,0.8713071321288132,0.5476910988547188,0.2927077640813033,0.6850006883348536,back end,cs
0.5270360308549663,0.44368509389667043,0.3847594379733395,0.5997175254013165,0.42245067882691895,backpropagation based artificial neural networks,cs
0.5860206487176073,0.08816401472455644,0.38452357630055506,0.7043055992108678,0.10410458034848562,backward euler method,cs
0.5205851360246284,0.06414853637280725,0.33178299904746966,0.5587658147501899,0.43463409431475025,balanced binary search trees,cs
0.3287042630758277,0.23493672192904747,0.6339077587701336,0.5657304935875993,0.5020874119069116,basic function,cs
0.5633617448522175,0.753397217401781,0.45280781671059595,0.5970970179301597,0.6360894458953948,bayes net,cs
0.5679953221818373,0.7383480401399705,0.4713034953902912,0.6042063127777798,0.5996755602996188,bayes network,cs
0.35988361025004484,0.19829264827178222,0.44175478300291066,0.7761680806314628,0.47317682567201785,bayesian network,cs
0.39407644177706463,0.21099654426358322,0.43000096178800756,0.7885679144717898,0.4629358669998405,bayesian networks,cs
0.7269617180390358,0.4966935417729046,0.687388479488509,0.44610493957014385,0.30246763092970763,bcjr algorithm,cs
0.4420005568045142,0.454955300303605,0.5429180018211153,0.5226510253090679,0.39879951182697937,behavioral software design pattern,cs
0.25815927690240614,0.5410230516821333,0.4437184871734162,0.8166562524797074,0.391280889645562,belief network,cs
0.42881701782398,0.2705916100264454,0.588933876352311,0.6942456453183544,0.3290106275930168,bernstein basis polynomials,cs
0.5565592204516718,0.23779554599463165,0.4754087771960916,0.7136931931453386,0.3794993824794515,bernstein polynomial,cs
0.40400172066533363,0.2687449034051207,0.6075369654963643,0.6765229048557824,0.3176852165481641,bernstein polynomials,cs
0.3737999909033254,0.484677068106532,0.7658845284313549,0.46006065399365026,0.603108562291333,big data,cs
0.7163913638812869,0.36773916746404794,0.25673405609721217,0.654174765291751,0.45479740609181296,binary arithmetic,cs
0.8064925680535794,0.49823188272058727,0.2753938049436843,0.7558647095472275,0.4661297531007257,binary dependent variable,cs
0.020285437507863237,0.6394362651574499,0.37237015713983773,0.5239400679078826,0.6458399071787878,binary file,cs
0.22885085525246748,0.5039547841587962,0.5816215206357386,0.41594562091032283,0.8071778221481396,binary floating point,cs
0.8079118326828111,0.44792053738039084,0.2712778151545423,0.7328090910594824,0.47455866098567573,binary inputs,cs
0.504408412282748,0.2805843133505199,0.2646218488652554,0.727828506730364,0.5183582526644501,binary lexicographic code,cs
0.5163493954975495,0.2890434584046631,0.23785885768819431,0.7553141619296954,0.5124309808127897,binary lexicographic codes,cs
0.8131024575326516,0.41951919815308575,0.28923977609951057,0.7183175933540618,0.4830759939010561,binary operation,cs
0.5006672231960798,0.04085397338723934,0.3538276082613605,0.5144607631340726,0.49270969824192345,binary search tree,cs
