tsne_0,tsne_1,phrase,label
0.25725202794889424,0.5328611222768718,3d computer graphics,cs
0.26012282360736183,0.5302465538670126,3d core graphics system,cs
0.8906465885090699,0.5467097951566573,Gradient boosting,cs
0.462595563073827,0.3501079461025394,Node Link,cs
0.5831928054007975,0.6415852226270838,Object Oriented Programming,cs
0.4653247475000731,0.3118357819505748,Singleton pattern,cs
0.6088309619962626,0.7273037035751747,abstract algebra,cs
0.33672797073451044,0.7600825071938816,abstract data structures,cs
0.3354557926985047,0.7648746508080879,abstract data type,cs
0.4259293523040299,0.6454851177838947,abstract graphical data type,cs
0.3761043537240041,0.5790685224150521,abstract machines,cs
0.37409690236495213,0.3822232658896252,acoustic model,cs
0.614532164256909,0.38816123551660686,active networking,cs
0.30210657625094967,0.5953204672360779,adaptive huffman coding,cs
0.47382737463053937,0.6843990972618273,adaptive predictive coding,cs
0.46189224214041325,0.9324635434656733,adjacency list,cs
0.30527712311092936,0.8133218180307953,adjacency list data structure,cs
0.36513249250265517,0.27621487569479836,adjacent vertices,cs
0.27485913737341133,0.5562863769897406,advanced computing environment,cs
0.3203761303647991,0.5503736081565402,affective computing,cs
0.6361298467164612,0.7300301578276667,algebraic theories,cs
0.49078621831289004,0.6823205811410195,algorithmic assignment,cs
0.6404515351525005,0.7343957598138302,algorithmic complexity theory,cs
0.4496991615379259,0.6930569002090181,algorithmic design,cs
0.6439266932092914,0.7324599569543927,algorithmic information theory,cs
0.46313909829382083,0.5505868180019454,analog filters,cs
0.36500556225867864,0.4078885626943965,analog recording,cs
0.35566719417618087,0.4200817566831877,analog signal,cs
0.2300696108177554,0.5095025244224192,analog-to-digital converter,cs
0.41540500871828495,0.44459354802394646,application crashing,cs
0.2443810730631968,0.6149122987988964,application programming interface,cs
0.24440460066880193,0.614783278829293,application programming interfaces,cs
0.6236916571823482,0.7086519146760665,applied mathematics,cs
0.5118665251603977,0.7864459387595727,approximation algorithms,cs
0.6178633939688053,0.15358836057539105,arnoldi iteration,cs
0.03276302258911556,0.4402500815370924,array list,cs
0.7063291873256076,0.43204041608013993,artificial bee colony algorithm,cs
0.6680549181845339,0.5474797405698726,artificial consciousness,cs
0.675854164968441,0.5731592625202971,artificial intelligence,cs
0.6832742014100879,0.5707752702824374,artificial intelligent agents,cs
0.6194757835583864,0.5566134645354432,artificial neural network,cs
0.6174816585678627,0.5604950042471516,artificial neural networks,cs
0.6344020886810116,0.5449808237876025,artificial neurons,cs
0.6094282423476463,0.537311149581472,artificial neurons stochastic transfer functions,cs
0.6128419375054511,0.5662034983802376,artificial systems,cs
0.5940266261199675,0.5475278603745422,associative arrays,cs
0.5473382821710894,0.8266937351410402,associative classifier,cs
0.7017026500401752,0.4815758030537068,augmented reality,cs
0.13298487127429076,0.625886494057786,authentication mechanism,cs
0.671513963396274,0.7585822537512356,automata theory,cs
0.5775445461940771,0.6286262420630278,automata-based programming,cs
0.35860198967494594,0.5045658696212657,automatic memory management,cs
0.7913094490904203,0.5292253700015386,automatic speech recognition,cs
0.27754972107904735,0.5600839616196801,autonomic computing,cs
0.6107364901042653,0.4005715296674013,autonomic networking,cs
0.29366149669318314,0.476120388349434,autonomous operation,cs
0.3079031128448131,0.4985138497657747,autonomous processing nodes,cs
