tsne_0,tsne_1,phrase,label
0.18946740429559294,0.13509036746857167,3d computer graphics,cs
0.18840880715405,0.13641872262498062,3d core graphics system,cs
0.06231849209398234,0.6005441830535356,Gradient boosting,cs
0.24687140571235944,0.4364032105582462,Node Link,cs
0.2554663988512355,0.2344706965967315,Object Oriented Programming,cs
0.9091087392749724,0.6611374525486571,Singleton pattern,cs
0.6458589435263471,0.051977937213483635,abstract algebra,cs
0.8135586982236261,0.837751245258139,abstract data structures,cs
0.8120881014389412,0.838580606800327,abstract data type,cs
0.8129033147798354,0.8396641881652415,abstract graphical data type,cs
0.8067893458566421,0.8430361968549916,abstract machines,cs
0.5815846879680237,0.4160969930458131,acoustic model,cs
0.09554724353639635,0.347754573628035,active networking,cs
0.5505362442758582,0.32673633111582917,adaptive huffman coding,cs
0.5488282084097933,0.32670731964168825,adaptive predictive coding,cs
0.4818535006058587,0.4254068237306601,adjacency list,cs
0.47497792394623406,0.41990947671867546,adjacency list data structure,cs
0.9201207634750503,0.5237568486298373,adjacent vertices,cs
0.33195258850342874,0.1530737778434864,advanced computing environment,cs
0.3211645512718268,0.14153555357091224,affective computing,cs
0.5972254902393611,0.020860054222837973,algebraic theories,cs
0.4112548758172186,0.13450632216323619,algorithmic assignment,cs
0.39884483176816016,0.09416873858970866,algorithmic complexity theory,cs
0.40978242130776216,0.1338583805357438,algorithmic design,cs
0.4099126204947606,0.1328704191939164,algorithmic information theory,cs
0.8184490166232272,0.9469871518637132,analog filters,cs
0.8187694413629283,0.9470377676271079,analog recording,cs
0.8180478136393453,0.9468452182300696,analog signal,cs
0.6150389726615911,0.21707956173258244,analog-to-digital converter,cs
0.828837741379097,0.7682103676421542,application crashing,cs
0.2344329111548155,0.23785961461763794,application programming interface,cs
0.23560445796246407,0.2371578960796651,application programming interfaces,cs
0.5885140286851064,0.03465440226393498,applied mathematics,cs
0.5533180286681464,0.11082630027986813,approximation algorithms,cs
0.5854666606811503,0.5146143278505326,arnoldi iteration,cs
0.46585406798232337,0.34665324120640895,array list,cs
0.676896399322879,0.12338323693455823,artificial bee colony algorithm,cs
0.8810973969254524,0.801036635524941,artificial consciousness,cs
0.45269236663514073,0.1014241135965875,artificial intelligence,cs
0.45590075293366433,0.10121570234908393,artificial intelligent agents,cs
0.4596027367039688,0.11872018958801948,artificial neural network,cs
0.4597517890654495,0.11868913926753341,artificial neural networks,cs
