tsne_0,tsne_1,tsne_3,tsne_2,phrase,label
0.2645016865907554,0.2635193365250846,0.5397910584839515,0.7346051554481139,3d computer graphics,cs
0.2004599403487677,0.32888431990638056,0.5277514475063788,0.7652717803078567,3d core graphics system,cs
0.45039026928845804,0.46297172562928524,0.2167208833678713,0.4169442833005435,Gradient boosting,cs
0.32002910309221105,0.3439386581930742,0.4989946974591843,0.5611616952646838,Node Link,cs
0.06421436965383791,0.3932026571321717,0.4048244779032678,0.5007084882174492,Object Oriented Programming,cs
0.3788956204471216,0.09750181539753426,0.5770129688715101,0.19020814432805952,Singleton pattern,cs
0.09991406923543517,0.33254782160491947,0.5311629290067624,0.3038790461422215,abstract algebra,cs
0.08364214414920892,0.3537257699401467,0.5343574773294367,0.41476782075910346,abstract data structures,cs
0.09345011834763066,0.3727547927068155,0.5555756666033862,0.4032379624759941,abstract data type,cs
0.09303559663909577,0.2706291051374975,0.5497464870604567,0.5047413208701168,abstract graphical data type,cs
0.1382811964845539,0.24713664405796043,0.5347773672640844,0.5593031801523932,abstract machines,cs
0.377662926661356,0.1496879047030945,0.3875441586865889,0.407423184197543,acoustic model,cs
0.4182342870639986,0.42247730667767264,0.21139841566671888,0.7019414386617514,active networking,cs
0.29593713983188297,0.35617743433325444,0.315119055382729,0.6164702563196219,adaptive huffman coding,cs
0.10751929154099933,0.5057544245855828,0.36273677375291336,0.4775150791995694,adaptive predictive coding,cs
0.4185108038235188,0.689852853414768,0.25808989676499616,0.25852968418552574,adjacency list,cs
0.15501398848987943,0.5879069421048856,0.4725170291622267,0.35032424885689495,adjacency list data structure,cs
0.3140577389829741,0.12447144581300418,0.5876241555085131,0.3248206896760689,adjacent vertices,cs
0.17466225012214606,0.37889657648172015,0.4275415081807837,0.7901898494360438,advanced computing environment,cs
0.22471044122393505,0.43428400521068417,0.45431130180103196,0.6404691882408363,affective computing,cs
0.06818416928842864,0.3809789258214561,0.45895620972345924,0.20612849209502382,algebraic theories,cs
0.09443352667233469,0.4659436018554312,0.388207919339029,0.4346486722265916,algorithmic assignment,cs
0.03072411352010653,0.3945288667989396,0.5093907452539161,0.3228748485948382,algorithmic complexity theory,cs
0.05239858241844476,0.3899975474090808,0.43039764593932067,0.5142804474316659,algorithmic design,cs
0.030944755019015998,0.4252605155358172,0.4754465593764714,0.3631912695104105,algorithmic information theory,cs
0.2093177072998716,0.41164974895388873,0.4747510634389599,0.3898728447024278,analog filters,cs
0.4178098812170582,0.2337613490258117,0.43894062458586103,0.4252785063168652,analog recording,cs
0.34216209769409556,0.25464982507487594,0.5309679474342979,0.44579446207444395,analog signal,cs
0.3085498589875367,0.34169533423755927,0.5170431997061355,0.7422616010702936,analog-to-digital converter,cs
0.4602478660283732,0.4898041189590965,0.7095379430472719,0.7661658335656385,application crashing,cs
0.1994496971903301,0.41052625184047264,0.3664439504818291,0.7019602647729419,application programming interface,cs
0.20124373444852645,0.41348877179228705,0.3829508676875765,0.7098478129682805,application programming interfaces,cs
0.08624718650550506,0.35945397634302356,0.34029713129396555,0.32617405648673464,applied mathematics,cs
0.02705898604965824,0.46469919326993836,0.6393103133085005,0.31513727099104677,approximation algorithms,cs
0.4937220008820886,0.28302424907911056,0.37983546986323397,0.29420448810139294,arnoldi iteration,cs
0.34730594613195076,0.4279172155318144,0.580835992479541,0.414343408691604,array list,cs
0.34768308793781183,0.4096184667032965,0.5460827201976723,0.3881411362675485,artificial bee colony algorithm,cs
0.20192560255095138,0.3137780579960826,0.36236614151467983,0.2989081209601144,artificial consciousness,cs
0.1490566742965413,0.4083052221061164,0.3747374354588001,0.390993450726447,artificial intelligence,cs
0.20942658475050074,0.4165851370720159,0.3929081716387383,0.3750058164411777,artificial intelligent agents,cs
0.10730966684044083,0.34848735328589625,0.4295886252150774,0.40336791411649603,artificial neural network,cs
0.09449197265567207,0.3480951783160786,0.42987265561256344,0.3985812205034974,artificial neural networks,cs
0.17437992244105124,0.31643435215467375,0.4409297640356201,0.3634742044212088,artificial neurons,cs
0.1573613752292293,0.306453161437816,0.4761156451242876,0.4460642002477186,artificial neurons stochastic transfer functions,cs
0.10089821489092356,0.3510564515348253,0.42807702654272456,0.4496738696292048,artificial systems,cs
0.13392673605087882,0.33001478221647446,0.5269036880137474,0.46940445573692124,associative arrays,cs
0.1388014239087944,0.5509977298265571,0.3927924193835249,0.11942413238243303,associative classifier,cs
0.22341197910204358,0.2556825001281351,0.43618311038479934,0.38466466167303753,augmented reality,cs
0.22866261710695104,0.6296696839963438,0.4114628846664781,0.6812869446231795,authentication mechanism,cs
0.1157460212907833,0.2724544342734854,0.46487458025010814,0.1900113998465858,automata theory,cs
0.16159600419369233,0.29320493976823553,0.35100503085964335,0.5244023444949174,automata-based programming,cs
0.20346354555972856,0.4767562572668573,0.4292317441828944,0.6548199456184375,automatic memory management,cs
0.30660562576890943,0.3925759138032504,0.28803828946349463,0.43108189125873153,automatic speech recognition,cs
0.1786356355988718,0.3836873176598391,0.3804363101519996,0.7722565221849136,autonomic computing,cs
0.22890965421828582,0.4082205673292996,0.22153870757865826,0.6838960784590669,autonomic networking,cs
0.3101048911745127,0.3147043127661309,0.4494666613379389,0.7713265875140781,autonomous operation,cs
0.1825077541866755,0.36616949215380523,0.47531820630960225,0.6916820604063436,autonomous processing nodes,cs
0.7515374239786261,0.10872199896362078,0.614178445399975,0.3388606005218823,avl trees,cs
0.04518862682212628,0.375125559449348,0.5242261595446719,0.20363437430435805,axiomatic set theory,cs
0.7008711406457436,0.35893652581072266,0.6312084417123103,0.4915367889538949,back end,cs
0.09976118937492555,0.3763092819240674,0.43382020003301797,0.4036756945133404,backpropagation based artificial neural networks,cs
0.15545619865352395,0.328872297300276,0.5075804274381006,0.3967777328192355,backward euler method,cs
0.19213218137985985,0.40503670057707525,0.59253975744448,0.23753923247875006,balanced binary search trees,cs
0.1560669727814651,0.38222075252125165,0.400293498441498,0.5079235379512649,basic function,cs
0.6933991612117609,0.3193432558531441,0.5781206082444565,0.582709151691328,bayes net,cs
0.48878151378491363,0.416472023802666,0.4854879355168871,0.7166608628633621,bayes network,cs
0.17651513538103267,0.35582865460084506,0.557918776071311,0.37556766932523794,bayesian network,cs
0.14681284805133463,0.35168709453833774,0.5744766738700937,0.337938597845639,bayesian networks,cs
0.2507690507931561,0.44815431921621374,0.48470278100477476,0.4695485302695445,bcjr algorithm,cs
0.10901422446940577,0.47816860463508637,0.3612652155572928,0.4576896488296607,behavioral software design pattern,cs
0.28861854271874093,0.4693315876422955,0.3448967729067267,0.37909321580173205,belief network,cs
0.22142371247961318,0.4868760279367373,0.48456229262641326,0.04408291195147893,bernstein basis polynomials,cs
0.1733006882291727,0.35923983754630034,0.6099139961729109,0.21177478479809747,bernstein polynomial,cs
0.33052703302740355,0.39848947919484434,0.40843633307133764,0.0854186201966525,bernstein polynomials,cs
0.20986886456941578,0.3653338787313606,0.5191579377678771,0.6330308368861829,big data,cs
0.1218238609519997,0.3534145974540214,0.5765067583525886,0.3042100336471163,binary arithmetic,cs
0.2142106455389489,0.41164822530439193,0.6685436023531599,0.297839251986257,binary dependent variable,cs
0.315971909896949,0.3686248775950571,0.6162046165984929,0.5024227721211852,binary file,cs
0.31326738309203633,0.14772151565837993,0.6100466529143252,0.3035282851429003,binary floating point,cs
0.20550745586932337,0.37730294284129473,0.5076044915623846,0.3131209135551488,binary inputs,cs
0.14995559513295784,0.3671424453855711,0.5170236211175073,0.34108410255679883,binary lexicographic code,cs
0.17587589263460743,0.4140257099849047,0.5032354608564981,0.2991536378627981,binary lexicographic codes,cs
0.19668553136873368,0.3026917068702135,0.5629745459521445,0.4518547415888791,binary operation,cs
0.29522030754075995,0.4220549959561117,0.5246942572846456,0.18929371616875107,binary search tree,cs
0.14113109344378608,0.43348490460709516,0.5589258689468855,0.3053849732712299,binary search tree algorithm,cs
0.34580259343359493,0.38217671431709416,0.5474831607295507,0.12190657997203605,binary search trees,cs
0.19123797112666044,0.3940802524041617,0.6446055929408018,0.382344602995931,binary space partitioning,cs
0.44560940119803066,0.39761707154159626,0.6647888437228288,0.13234514267456315,binary splitting,cs
0.3909612114335378,0.2236401451465249,0.5386822297968074,0.08609834172317683,binary tree,cs
0.4371453980258062,0.18958218138767932,0.5655980764215021,0.10910340069874522,binary trees,cs
0.18371254621735375,0.3255349531454477,0.40936349410045286,0.6784638542207668,bio-inspired computing,cs
0.2682102913968181,0.44857036846603227,0.24269586327373963,0.2395270100754788,biodiversity informatics,cs
0.11814644243179838,0.3971610967282027,0.3977096458772781,0.5820509969674522,biologically inspired computing,cs
0.22355347833932254,0.29853582847581317,0.7134631722681816,0.6862842742342375,bit array,cs
