tsne_4,tsne_0,tsne_1,tsne_3,tsne_2,phrase,label
0.007198376456460019,0.6052976820492266,0.41467906565326,0.4069366356804089,0.4853682458552773,3d computer graphics,cs
0.009401176212827754,0.603253621921087,0.413171431265532,0.3859822531692361,0.4827034486746204,3d core graphics system,cs
0.46853936260230333,0.41293659749611383,0.40208632050136106,0.7179649198848242,0.8661793199958338,Gradient boosting,cs
0.39252524374918824,0.41606566557739866,0.3927744254626495,0.30464440671700777,0.8305850384193587,Node Link,cs
0.33225555196990636,0.7336062747747654,0.3514185062313798,0.42904952877661945,0.29414817451988956,Object Oriented Programming,cs
0.7761801792272914,0.5143548627622627,0.43155210108900544,0.27718695209823335,0.27757776038901877,Singleton pattern,cs
0.9294890737836645,0.5985296302950082,0.4020060870122481,0.4553021245858107,0.5647027154719464,abstract algebra,cs
0.7728321243459938,0.45776401961430807,0.5865887756871082,0.4264574122697077,0.4519314645705591,abstract data structures,cs
0.7708337965296433,0.45851511355141794,0.5921612125066749,0.4158314484855322,0.4512560040859955,abstract data type,cs
0.7742525810377684,0.4686207140108455,0.5910924474010594,0.39366465677195867,0.46561352981542253,abstract graphical data type,cs
0.7391403400274644,0.473951979408174,0.6198968749392614,0.4508608069331766,0.4452191910359444,abstract machines,cs
0.5629595267159039,0.7805214977405468,0.5236177295852557,0.42781295103041966,0.7134578003489469,acoustic model,cs
0.2625627113839082,0.37047353103952246,0.5472612474608828,0.4151616602754438,0.7832734084762061,active networking,cs
0.4516409965969911,0.8998346393065318,0.3642059856622179,0.4168307064338691,0.3511156464976245,adaptive huffman coding,cs
0.4513785756506603,0.8940576814291665,0.37034155951500297,0.43115687705980205,0.3522614952061929,adaptive predictive coding,cs
0.49258800460066354,0.5854777179028888,0.3337581424843731,0.38964108394408004,0.33768049715882503,adjacency list,cs
0.4720139735084089,0.582476828777552,0.31408080853969234,0.38226384222966636,0.3333361329546379,adjacency list data structure,cs
0.4965153499884335,0.6718519352896358,0.5202281805597154,0.5326498702609765,0.11754539261915098,adjacent vertices,cs
0.22320367074531244,0.6313629353061092,0.3275404227304763,0.48278910567686667,0.7517047490339103,advanced computing environment,cs
0.21401223701692215,0.534027966957115,0.31291821815968673,0.4235684258046066,0.7253671819991816,affective computing,cs
0.2658255921087897,0.8182791962408031,0.1654365174056421,0.46808227244920597,0.4950910276777302,algebraic theories,cs
0.2894694162719154,0.7324477197266235,0.43644573897824274,0.42056315514606313,0.6426181140786579,algorithmic assignment,cs
0.2069969804997051,0.7417592387372719,0.39132510988368086,0.7457501768545034,0.47832650160928974,algorithmic complexity theory,cs
0.2886847707169271,0.7337561145285957,0.43239274764193747,0.42927954036003224,0.637468819865781,algorithmic design,cs
0.2943603196000574,0.7082044882339469,0.4238501398441517,0.4426355851663735,0.6561743859225087,algorithmic information theory,cs
0.9631221625853226,0.5090526758025602,0.6180310340755131,0.5432545137761342,0.554791161730338,analog filters,cs
0.9711992988916747,0.51395085714377,0.615325215027312,0.5337080439909074,0.5549163151716197,analog recording,cs
0.9697755683463694,0.5132545419886853,0.6163715092919415,0.5280856567311527,0.5531376613197528,analog signal,cs
1.0,0.5302760203402059,0.6023459675075737,0.5217687662088052,0.5606316124527778,analog-to-digital converter,cs
0.7915447336108554,0.18303694931217798,0.5648750108012249,0.4505104712782457,0.47535785640877126,application crashing,cs
0.29389444304736034,0.6055996090317096,0.38035812958925214,0.45668831391219994,0.40892527307843196,application programming interface,cs
0.2942880609757018,0.6073601775451656,0.3797230917192014,0.45607867862939216,0.4072357599465749,application programming interfaces,cs
0.2662620939207417,0.7546161310573759,0.21604370040949814,0.4678845370269721,0.5280179263122046,applied mathematics,cs
0.30580171816150453,0.8004040935433523,0.4819052186952401,0.5600765403658616,0.6187221408517475,approximation algorithms,cs
0.5938628917336637,0.7107075920574191,0.3592303092011137,0.43794361504664053,0.5243227955846654,arnoldi iteration,cs
0.3470908033856682,0.571198495955833,0.47143006734734483,0.6860209845626507,0.4132807644811838,array list,cs
0.4115829297679269,0.3959970942701735,0.05599698447753731,0.4341260374235445,0.33866868571207565,artificial bee colony algorithm,cs
0.7136221807534109,0.439624717140108,0.6106431621084522,0.7484639290538259,0.49827407842493615,artificial consciousness,cs
0.16168609213055546,0.5671510367710692,0.473301450303008,0.5535302662093196,0.816017364495607,artificial intelligence,cs
0.16980157929255257,0.5768790189405515,0.4753166398109382,0.5987414440311648,0.7981803291037796,artificial intelligent agents,cs
0.22940274838205071,0.550536876785558,0.471756992227099,0.5675963372686532,0.8671947011671258,artificial neural network,cs
0.22968701600482652,0.5488462897786643,0.4715404993830715,0.5644655496343064,0.8683416126948932,artificial neural networks,cs
0.7104169162530278,0.4331763048996749,0.627383421511138,0.7636499957650933,0.4644042635277313,artificial neurons,cs
0.22139907590987037,0.545971237983481,0.45594276467021,0.640721353771073,0.8346229218579552,artificial neurons stochastic transfer functions,cs
0.7132516237054338,0.43427036349467224,0.6124965722942083,0.7458914204219887,0.49049582710531003,artificial systems,cs
0.4662117584227077,0.6073887751437157,0.4015386974226228,0.5962865012092631,0.45848467489890127,associative arrays,cs
0.4138116505294468,0.5837098359848758,0.4005275876358896,0.522104901210086,0.3271397285290173,associative classifier,cs
0.13113499465210623,0.5134348471748706,0.5482314891983457,0.38912268507485154,0.7098325499837389,augmented reality,cs
0.3936043472457717,0.3137007377208545,0.31536815453100747,0.42258847354417794,0.5702296798949291,authentication mechanism,cs
0.3146945296785615,0.8272739549351413,0.3216676981982815,0.26213789404777865,0.4458168486187213,automata theory,cs
0.3084319896503056,0.8114149707869578,0.3274393966394784,0.27099762742354105,0.4402328905161947,automata-based programming,cs
0.16705711867071465,0.5724823811337293,0.536293745156036,0.5732154926259473,0.48782091096644326,automatic memory management,cs
0.4222166218940213,0.7894008698626552,0.5863353225540426,0.4101532316109894,0.3701554951148423,automatic speech recognition,cs
0.26654119892833456,0.5189080201066144,0.29179541297444306,0.5248698452013021,0.712673232400764,autonomic computing,cs
0.28170818884306686,0.5056175412992329,0.29075264106048476,0.5202165743274129,0.730061628478536,autonomic networking,cs
0.6683939481918075,0.48620831304734213,0.7819556044092258,0.2549372153654073,0.5250535194272722,autonomous operation,cs
0.1208460285098678,0.3888347686152994,0.4340623125885027,0.4295418023865671,0.5235250558070808,autonomous processing nodes,cs
0.4890223463888136,0.11904490240881188,0.44856505970979577,0.4405212051378505,0.535998509305345,avl trees,cs
0.4050562329314408,0.6290579008313033,0.34674776191204354,0.42512607420036563,0.7189258755154608,axiomatic set theory,cs
0.6890468553197782,0.5637577567645227,0.46748315633374854,0.41819041580611194,0.31097166923220854,back end,cs
0.2412252990449341,0.5382255225330368,0.45190971705903504,0.5605105668636898,0.8621836382561615,backpropagation based artificial neural networks,cs
0.7665538986019207,0.4087034968910256,0.5329138008782577,0.180924557280799,0.4187371551171141,backward euler method,cs
0.8154158927240944,0.5684204652190272,0.6324910446429554,0.47240020183102277,0.7272070257222466,balanced binary search trees,cs
0.6886310579331767,0.5020152575234402,0.638914309657907,0.34258070926285533,0.7822694072470686,basic function,cs
0.5527996934090132,0.6522021292843734,0.27422860130011234,0.4374368836024757,0.5034046141219742,bayes net,cs
0.5515681668470883,0.658400591953282,0.27427635305685794,0.44269675342110165,0.5053275084166208,bayes network,cs
0.45527621969931625,0.39494941869610406,0.24855406041364145,0.5357291703457776,0.8584200399381533,bayesian network,cs
0.45560170729662797,0.39511937638672234,0.24854356166205618,0.5360277998476806,0.8580825300364371,bayesian networks,cs
0.501348415471755,0.7367981506659499,0.30782300619145336,0.6601659877671205,0.5938074878256653,bcjr algorithm,cs
0.2927537029621898,0.5449901089240495,0.28282996698084084,0.4212136505272716,0.32769756603516026,behavioral software design pattern,cs
0.5062745957802726,0.31197133621635353,0.40268062204439653,0.39833953509983233,0.638336754315033,belief network,cs
0.5304514045910939,0.7057231788419951,0.29618685732711775,0.8954747879031862,0.49479186270496406,bernstein basis polynomials,cs
0.5303210710429813,0.7061575489083323,0.296409263036815,0.8956129453038657,0.49468311268720716,bernstein polynomial,cs
0.53006718999755,0.7071132845393996,0.2968538207689036,0.8959490631597753,0.4944236541779708,bernstein polynomials,cs
0.562676387853068,0.16209811323395296,0.6596506124753113,0.37828976808828085,0.47144078278604107,big data,cs
0.8083717471477001,0.6781193650643086,0.6182047806084858,0.446027752912227,0.5367277458491337,binary arithmetic,cs
0.8164620148445872,0.5659622258524137,0.6161324285204792,0.5594549606530878,0.48231791101020033,binary dependent variable,cs
0.824743820961225,0.5785087904936043,0.6163528437605451,0.4746692475736728,0.5139804727969353,binary file,cs
0.8259231277605149,0.6049551851090725,0.6355376828295143,0.4932857140652738,0.49275207723395004,binary floating point,cs
0.8244907268998153,0.5684629485674255,0.6216268077074418,0.5217629067782167,0.4803913430226671,binary inputs,cs
0.7886716213381858,0.5795896740267377,0.5991526687865558,0.3536089205994433,0.5544329074124277,binary lexicographic code,cs
0.787829107723812,0.5771095005207095,0.5988420872236282,0.3521726442860136,0.5530467708364278,binary lexicographic codes,cs
0.8254757250955983,0.5734162858877387,0.623531521272227,0.5157914183302534,0.4829878573100938,binary operation,cs
0.8450742715046307,0.6096759087852746,0.5755568465637508,0.46238750037934134,0.6361451563207439,binary search tree,cs
0.8458132270158394,0.6286303096349707,0.573544159778666,0.4709003681625546,0.667619017474977,binary search tree algorithm,cs
0.8440037573765137,0.6027261031347487,0.5756856123859354,0.4605932975658031,0.6131652295536527,binary search trees,cs
0.8886164515097321,0.6360906990453359,0.5846025797110884,0.4654180745248846,0.47557375451976824,binary space partitioning,cs
0.8475420735149207,0.5916955149295258,0.6003899798353718,0.510198975461202,0.49265772104465094,binary splitting,cs
0.8449912019683414,0.5752142657456021,0.5905519568385004,0.4657981519068739,0.5674613987955304,binary tree,cs
0.8447456989299535,0.5757279048563485,0.5906984710148984,0.4665636686177813,0.5658324533968039,binary trees,cs
0.25157040637876177,0.8477889051133624,0.295639419635257,0.4100024937942329,0.7050723901709859,bio-inspired computing,cs
0.3988991307738993,0.34503223753588125,0.047811470834507125,0.37226957392723986,0.6324366949889837,biodiversity informatics,cs
0.25297929665394175,0.840706978314565,0.2942089159457459,0.4035597219569452,0.7050539463695211,biologically inspired computing,cs
0.36663715701437505,0.729978388768049,0.447879884446603,0.6990338926267703,0.37365449033594056,bit array,cs
0.3681371485599181,0.7300534422786022,0.45391148553275934,0.7082448489304203,0.37025722765011765,bit sequences,cs
0.6046367299743596,0.6311079258791065,0.3417645138605767,0.5571797356115188,0.18954937139947314,bit slicing,cs
0.616548430187232,0.6049594188656973,0.3241274308024941,0.5516457927488111,0.2365756473489168,bit string,cs
0.7243562470701709,0.7991746883700005,0.6027714108768784,0.517920954866868,0.6530656138431526,bitwise operation,cs
0.7243636402229242,0.7991225469541225,0.6027710693747357,0.5178868227192627,0.6531988939629433,bitwise operations,cs
0.5047487821647114,0.7446412303702512,0.37883359572406533,0.6932171197216689,0.5524234208956372,block lanczos algorithm,cs
0.2659587048347621,0.38957933880116824,0.2941470747863153,0.3076384685891657,0.2931314842664134,boltzmann learning rule,cs
0.4617080422391862,0.6730158235347885,0.2660261686652153,0.47211612178391416,0.6023119143120944,bonferroni testing,cs
0.26612705645670465,0.6335582808610729,0.1145487562413908,0.5377701553267753,0.6589293169758719,boolean algebra,cs
0.3058155870684943,0.4971082386850819,0.6498986772899983,0.6536727956796408,0.7571475757638443,boolean function,cs
0.3035341968391843,0.49771624820062305,0.6472540359113506,0.6533194295803602,0.7590828658354591,boolean functions,cs
0.2857248293728699,0.50009457389238,0.630662407998347,0.6895176972806413,0.7651585625147401,boolean logic,cs
