epoch,learningRate,TrainAcc,TestAcc,loss
0,0.001024524467002852,77.1304347826087,85.40723981900452,101.0
1,0.001024524467002852,75.08695652173913,86.02941176470588,30.91362144636071
2,0.001024524467002852,75.82608695652173,83.48416289592761,27.74200458889422
3,0.001024524467002852,76.6086956521739,77.65837104072398,27.934877347687014
4,0.001024524467002852,75.1304347826087,86.65158371040724,22.767654806375504
5,0.001024524467002852,75.91304347826087,86.65158371040724,19.26918872024702
6,0.001024524467002852,76.69565217391305,77.99773755656109,15.035213995724916
7,0.001024524467002852,75.08695652173913,87.1606334841629,16.476759152567904
8,0.001024524467002852,75.0,88.2918552036199,12.02449140989262
9,0.001024524467002852,75.91304347826087,79.4683257918552,11.7721667189313
10,0.001024524467002852,75.82608695652173,85.23755656108597,10.791125836903634
11,0.001024524467002852,75.78260869565217,85.52036199095022,13.547865949247196
12,0.001024524467002852,76.65217391304348,86.48190045248869,15.784753906716462
13,0.001024524467002852,75.8695652173913,85.85972850678732,7.640191511777432
14,0.001024524467002852,75.91304347826087,83.0316742081448,10.254814953583738
15,0.001024524467002852,76.65217391304348,84.89819004524887,37.477459683609396
16,0.001024524467002852,75.91304347826087,85.06787330316742,11.861874454695245
17,0.001024524467002852,75.0,85.12443438914026,7.934868287133135
18,0.001024524467002852,75.91304347826087,85.74660633484163,11.88949021389303
19,0.001024524467002852,75.08695652173913,83.1447963800905,9.239684539320676
20,0.001024524467002852,75.0,84.50226244343891,12.84586652789427
21,0.001024524467002852,76.6086956521739,85.57692307692307,5.4356493335470315
22,0.001024524467002852,76.82608695652173,85.97285067873304,5.104565950434493
23,0.001024524467002852,75.91304347826087,85.18099547511312,7.782554075769756
24,0.001024524467002852,76.73913043478261,86.42533936651584,3.455991846630755
25,0.001024524467002852,76.0,85.18099547511312,1.9540296473540208
26,0.001024524467002852,75.1304347826087,84.50226244343891,2.034772445609712
27,0.001024524467002852,75.95652173913044,85.12443438914026,2.954496434160873
28,0.001024524467002852,76.1304347826087,84.10633484162896,5.782279939107273
29,0.001024524467002852,76.0,85.18099547511312,6.509408399300732
30,0.001024524467002852,76.95652173913044,84.10633484162896,4.789945930647462
31,0.001024524467002852,75.21739130434783,85.69004524886877,2.8567977998729632
32,0.001024524467002852,76.21739130434783,84.78506787330316,1.709475605647363
33,0.001024524467002852,76.30434782608695,85.29411764705883,1.4828488323157374
34,0.001024524467002852,74.78260869565217,85.23755656108597,1.0297930343886432
35,0.001024524467002852,74.95652173913044,85.91628959276018,1.8220762960086372
36,0.001024524467002852,76.34782608695652,84.95475113122171,1.0346794867908338
37,0.001024524467002852,77.6086956521739,84.78506787330316,1.4695198586037883
38,0.001024524467002852,75.8695652173913,84.78506787330316,1.0216185737036816
39,0.001024524467002852,77.26086956521739,81.33484162895928,5.0236256646356825
40,0.001024524467002852,76.21739130434783,78.61990950226244,9.32103585041857
41,0.001024524467002852,74.3913043478261,82.86199095022624,13.624519943867043
42,0.001024524467002852,76.08695652173913,83.82352941176471,13.330741878598928
43,0.001024524467002852,76.0,84.10633484162896,10.46495289825227
44,0.001024524467002852,76.1304347826087,85.12443438914026,3.5517889748165463
45,0.001024524467002852,75.56521739130434,84.50226244343891,3.076169675256571
46,0.001024524467002852,77.08695652173913,84.61538461538461,2.3582091789451267
47,0.001024524467002852,75.56521739130434,83.08823529411765,2.729458647840859
48,0.001024524467002852,75.56521739130434,84.50226244343891,1.2088183933646297
49,0.001024524467002852,76.43478260869566,84.44570135746606,1.227592843618506
50,0.001024524467002852,75.52173913043478,84.38914027149322,0.8263652088910179
51,0.001024524467002852,77.30434782608695,84.33257918552036,0.5031442320456414
52,0.001024524467002852,75.73913043478261,83.65384615384616,0.45899143879069015
53,0.001024524467002852,77.1304347826087,85.23755656108597,0.9125817589886972
54,0.001024524467002852,76.47826086956522,84.50226244343891,0.8340397948128088
55,0.001024524467002852,77.30434782608695,84.72850678733032,0.4272769020526143
56,0.001024524467002852,76.56521739130434,85.18099547511312,0.4208023601677269
57,0.001024524467002852,76.52173913043478,83.3710407239819,0.7015471525095485
58,0.001024524467002852,74.8695652173913,82.29638009049773,1.227492104669142
59,0.001024524467002852,75.82608695652173,84.55882352941177,3.4698168858480845
60,0.001024524467002852,75.56521739130434,81.56108597285068,4.160002922720235
61,0.001024524467002852,75.43478260869566,84.27601809954751,16.52580245357493
62,0.001024524467002852,76.26086956521739,82.80542986425338,6.421950350151113
63,0.001024524467002852,75.21739130434783,81.44796380090497,3.67290591618613
64,0.001024524467002852,76.95652173913044,83.3710407239819,4.929515668924939
65,0.001024524467002852,76.34782608695652,83.65384615384616,1.3944309685662712
66,0.001024524467002852,76.56521739130434,84.21945701357465,1.1019439784475886
67,0.001024524467002852,76.47826086956522,83.99321266968326,1.1196477110586232
68,0.001024524467002852,77.30434782608695,84.33257918552036,0.5539408757731903
69,0.001024524467002852,77.47826086956522,85.29411764705883,0.4804476751735859
70,0.001024524467002852,77.08695652173913,84.0497737556561,0.6333555087938135
71,0.001024524467002852,75.69565217391305,84.0497737556561,0.3615354890074662
72,0.001024524467002852,74.47826086956522,84.16289592760181,0.19027360325233766
73,0.001024524467002852,77.1304347826087,83.3710407239819,0.11354621709197882
74,0.001024524467002852,78.26086956521739,83.42760180995475,0.2759588601545305
75,0.001024524467002852,76.6086956521739,83.710407239819,0.11551274881481811
